content,times,title
"月,日,山东女子学院团委与长清区孝里镇党委联合开展,美丽乡村建设,志愿服务活动,山东女子学院艺术学院党总支书记王仕忠,孝里镇政协主任周延文,党政办主任刘燕,以及山东女子学院部分辅导员,专业教师和大学生志愿者在孝里镇刘营村举行了活动启动仪式,山东女子学院团委与孝里镇党委联合,在全校招募了,名学习成绩良好,责任心强,艺术设计专业的学生组建了,送艺术下乡志愿者服务队,由辅导员带队,专业教师做指导,利用课余时间和节假日,带领志愿者服务队深入孝里镇刘营村等,为村里设计彩绘以感恩,忠孝文化为主要内容的乡村画廊,传播时代风尚,弘扬社会主义核心价值观,受到了当地村民的热烈欢迎,同学们在设计绘画中受教育的同时,村民们也在欣赏图文中,受到了潜移默化的良好教育,这次志愿者服务活动,是山东女子学院团委积极响应十八大提出的,建设美丽乡村,的号召,发挥高校师生服务社会的功能,组织艺术设计专业大学生利用节假日和课余时间为乡村设计彩绘文化墙,传播艺术文化,既提高了大学生的专业技能,又培养了大学生志愿服务美丽乡村建设的良好道德品质,许冰,李,晨","8,May",艺术学院开展“建设美丽乡村”志愿服务活动
"丹青敷彩歌盛事,翰墨流霞颂和谐,月,日至,日,学院在济南市怡文轩美术馆举办教师书画作品展,日上午,山东省社科院党委副书记王希军,山东省文联副主席孙志文,山东艺术学院党委副书记王立克,山东省美协副主席于新生,济南市文联党组书记,副主席刘溪,山东大学艺术学院院长李平,学校副院长王淑霞,宋兆静及济南新中和装饰工程有限责任公司总经理邢曙光等社会各界代表,余人参加了开幕式,副院长王淑霞宣布作品展开幕,开幕式由我院负责人主持,学校副院长宋兆静代表学校致辞,对参展教师热爱艺术教育事业,潜心投入艺术创作表示了肯定,并简要介绍了学院,年的发展历程和办学特色,对各位领导和社会各界给予学校的关心支持表示感谢,山东艺术学院党委副书记王立克代表高校来宾向作品展表示祝贺,他认为,我院的教师能够立足教学岗位,利用写生考察等机会,拥抱自然,勇于创作,积极响应习近平总书记提出的文艺为大众服务的方针,走出校门面向社会举办画展,为高校艺术专业师生服务社会开了一个好头,济南市文联党组书记,副主席刘溪对我院为繁荣济南文化起到的积极作用表示肯定,并为山东女子学院的特色发展提出了宝贵的建议,此次参展的,余幅作品,出自我院,名一线专业教师,作品既古今结合,传承创新,又中西辉映,相得益彰,诠释了山东女子学院,坤德含弘,至善尚美,的校训和,自强不息,百折不挠,求实创新,不断攀登,的学院精神,体现了各位教师对教育工作的热爱和对生活的感悟,举办教师书画作品展,既是一次对专业教师基本技能的检阅,也是一次听取社会各界意见和建议的好机会,对提高教师专业绘画水平,促进学习新艺术专业建设与发展,扩大学校的社会影响,提高学校的社会美誉度具有积极作用,王仕忠","8,Dec",艺术学院举办教师书画作品展
,"8,Dec",我院组织新闻教研室教师赴潍坊学院考察
"月,日,艺术学院在一号教学楼,会议室召开,环境设计本科专业剖析总结汇报,会,校党委副书记,院长范素华带领学校本科专业建设整改检查专家组听取剖析汇报,艺术学院党总支书记王仕忠主持汇报会,范素华院长充分肯定了我院整改情况,认为艺术学院的整改方案准备细致,翔实,构建了一个大课题式主导课程体系,比传统意义的模块化课程体系更有针对性及实用价值,更符合我校实际,从中可以看出本科评估投入了大量时间与精力,充分展现了艺术学院的特色,鼓励大家在今后的工作中组织学生参加更高水平的大赛,办出自己的特色,教务处处长屈玉霞代表专家组发表意见,指出我院此次汇报比之前有了很大的提高,汇报全面,材料充实,艺术学院应该再接再厉,通过审核评估及时发现我院教学中存在的问题,提高本科教学水平和人才培养质量,副院长申林和教研室主任丁立伟从专业培养方案,教师队伍的规划,专业特色和档案整理方面做了详细的汇报,会后,艺术学院领导及环境艺术设计教研室全体教师就专家组提出的意见与建议进行了深入探讨,明确了专业发展与人才培养方向的目标和措施,进一步鼓舞斗志,加快发展,汪健","8,Apr",我院环境艺术设计专业通过学校本科专业剖析评估
,"8,Apr",艺术学院党员发展流程
,"8,Apr",文化艺术学院顺利开展课堂教学质量保障系列评选活动
"艺术学院师生热烈欢迎新生报到入学,月,日,艺术学院领导和师生洋溢着一张张热情的笑脸,一句句亲切问候,一项项贴心的服务,欢迎着来自祖国各地的三百多名新同学,校党委书记孙秀丽,党委副书记,院长范素华等校领导带领部分部门负责人到我院迎新现场看望新生,慰问我院教职工和志愿者,提出了表扬并给予鼓励,为确保今年的迎新工作的顺利进行,我院提前准备,及早召开迎新工作会议,布置迎新现场,制作迎新手册,安排班主任与专业教师负责办理各个专业学生的入学手续,组织志愿者做好新生和家长的迎来送往等工作,完善迎新工作的每一个环节,充分体现出我院师生团结,积极,文明,大方,向上的良好风尚,我院迎新工作从,日就已进入忙碌的工作状态,日上午达到了迎新工作的高潮,我院为更好的做好迎新工作,设置了,名艺术学院学生志愿者岗与,名党员先锋岗,参与此次迎新活动,辅导员,班主任和专业教师紧张有序地审核新生档案,信息和各种证件,部分教师和志愿者周到细致地帮助指导新生做好审核,办理手续,领取物品和入住宿舍等工作,我院领导也一直在现场,向家长和学生送上亲切的问候和关怀,为家长和学生释疑解惑,排忧解难,为了给新生及家人留下美好的记忆,我院特别安排专人给新生及家人照相合影,在将美好的影像留存的同时,希望同学生在山东女子学院展开新的一页,迎接崭新的未来","7,Sep",艺术学院师生热烈欢迎新生报到入学
"月,日,由,艺术学院,团总支,举办的,献礼十九大,绘写青春梦,写绘,大赛作品展在,博学楼五楼,大厅进行展出,作品展受到师生的广泛关注,本次大赛,共收到作品,幅,学生紧紧围绕,十九大,的主题和内容,通过手绘与硬笔书法结合的形式展现了学生自身对十九大的感悟和理解,抒发着对祖国的热爱,对十九大胜利召开的喜悦,对我党取得丰功伟绩的讴歌,根据,比赛规则,评选出一等奖,名,二等奖,名,三等奖,名,另有优秀奖若干,此次,写绘,大赛,紧紧围绕学习贯彻,十九大,精神,把,绘写,青春梦,与大学生的,专业,技能相结合,进一步增强了学生的爱国意识,激励同学们为实现伟大富强的,中国梦,贡献自己的力量","7,Nov",艺术学院举办“献礼十九大，绘写青春梦”写绘大赛作品展
"为深入贯彻中央,号文件和胡锦涛总书记,七一,重要讲话精神,不断推进高校辅导员队伍建设,提高育人水平和工作质量,省委高校工委与教育部高校辅导员培训和研修基地,山东大学,于,月,日至,日在山东理工大学举办了,年山东高校辅导员工作论坛,本届论坛主题是,科学研究,内涵发展,全面提高辅导员工作质量,我院辅导员赵晓琳老师的论文,高校女辅导员如何提升女大学生教育管理质量,在此次论坛上荣获三等奖","7,Nov",我院辅导员赵晓琳的论文在山东高校辅导员工作论坛获三等奖
"年,月,号,艺术设计学院于学江书记,陈晶老师,周玮亮老师,王新莲老师带领,级环境艺术设计一班学生赴利津进行考察学习,本次考察学习受到了东营市利津县北宋镇,乡村振兴服务队,队员李苏杭老师及其队友们的热烈欢迎,考察学习结合了周玮亮老师的摄影课,包括支教希望小学,摄影摄像两大环节,第一环节学生们怀着激动和紧张的心情,来到了南宋镇北宋小学,一张张陌生又青涩的小脸,期待又带点好奇,课堂上孩子们描绘了自己的梦想,警察,老师,厨师各种五花八门的梦想,快乐的时光总是短暂的,和孩子们相处了短短的两节课的时间,刚开始的紧张不安,到最后的感动与不舍,都成了我们生命中最美的风景,告别的时间里,我们给孩子们分发了小礼物,他们仰头渴望的看着我们,问还会不会回来的时候,深深的打动了我们,这群可爱的孩子,他们美好的像花儿一样,相信有一天他们同样会把爱心带给别人,影响他们身边的人,从而凝聚成一股强大的爱的力量,第二环节是外景拍摄实践纪实活动旨在提高学生对课程的积极性,为他们在环境艺术设计专业的学习中打下基础,积累经验,并在接下来的课程中学会融会贯通,更好的运用所学知识","7,May",艺术设计学院“爱心筑梦，青春绽放”外景拍摄实践纪实
"月,日,级新闻采编与制作专业学生在,号教学楼,楼走廊举办摄影作品展,此次参展的作品,幅,内容涉及校园景色,济南风光,家乡风俗等,同学们用镜头记录下了一个个精彩瞬间,吸引了许多老师和学生驻足,通过举办摄影展,学生们不仅实践了课上所学的专业知识,更重要的是学会了如何在生活中发现美,感悟美,提升了个人的综合素质","7,Jun",用镜头捕捉精彩
"年,月,日,日暖风熏,翠柏凝春,更显得郁郁葱葱,清明节是我国人民缅怀先人,烈士的节日,为纪念这个有着深远意义的节日,缅怀革命先烈,弘扬爱国主义精神,加强爱国主义教育,引导广大党员,团员,青年树立正确的世界观,人生观,价值观,促进社会主义精神文明建设,我院举行,缅怀革命先烈,清明节扫墓,活动,带领各班班长,团支书前往长清烈士陵园扫墓","7,Jun",我院团总支清明节组织学生到长清烈士陵园扫墓
,"7,Jun",服装系2008届服装专业毕业作品展示会召开
"尽管国家三令五申严厉打击非法传销活动,可是以暴利为诱饵欺骗他人非法推销劣质或走私商品,大肆偷逃税收的传销活动,发展到今天,其手段更加隐蔽,危害性也更大,近期,非法传销活动有象高校渗透的迹象,为了提高同学们的反传销意识,切实保护广大学生的切身利益和人身安全,我院组织了一次以,反对传销,从我做起,净化校园,保护自己,为主题的反传销的签名活动,参加活动的有各个学院的老师和同学,师生的积极性很高,签名活动举行的很顺利,通过这次签名活动,增强了同学们对于反对传销的知识,提高了同学们的反传销意识,为同学们以后的生活做好了安全保证","7,Jun",反对传销，从我做起，净化校园，保护自己
,"7,Dec",艺术学院召开全体会
"月,日上午,文化艺术学院教工党支部在,号教学楼,召开支部大会,讨论发展新党员事宜,支部全体党员参加了会议,会议由组织委员郑蕾主持,大会在庄严的国际歌声中开始,首先由本次的发展对象许冰同志宣读入党志愿书,汇报了自己的思想,学习,工作,生活等方面的情况,之后,他的积极分子培养人曹雪莲同志介绍了对该同志的培养情况,大会对许冰同志的入党申请和平时表现进行评议,一致认为该同志基本符合一个党员的标准,同意发展许冰同志为中国共产党预备党员,最后,教工党支部书记曹亚峰同志做了发言,她说,吸纳符合条件的优秀同志入党是党建工作的重要内容之一,希望新发展的党员同志明确入党动机,认真学习党的基本知识,基本理论,自觉用科学发展观武装自己的头脑,做到真正从思想上入党,当前学院改制升本工作进入倒计时阶段,希望全体教工党员严格要求自己,充分发挥党员的主观能动性和先锋模范作用,为改制升本工作做出自己的贡献","7,Dec",我院教工党支部召开党员发展大会
,"7,Dec",我院李敏老师举办《茶文化与女大学生修养》讲座
,"7,Apr",文化艺术学院举办动漫场景设计作品展
